"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Jesus Orecchia","Cardinals (R)","17","42","134","149","23","16","7","0","0","14","13","13","0","37","1","1","0","3","0","0",".172","sa3005725"
"Cole Taylor","- - -","22","34","111","133","19","9","6","3","1","15","4","16","0","45","5","0","1","1","1","2",".171","sa3006737"
"Andrew Pullin","Phillies (AAA)","24","36","117","125","20","11","6","1","2","10","11","8","0","41","0","0","0","2","1","0",".171","sa658016"
"Jenderson Jardines","- - -","17","40","123","147","21","14","3","1","3","23","10","22","0","27","2","0","0","5","5","2",".171","sa3006077"
"Braxton Davidson","Braves (A+)","22","121","416","481","71","31","19","1","20","49","64","58","1","213","6","1","0","10","2","2",".171","sa828679"
"Rolando Espinosa","Astros (R)","17","59","188","209","32","24","5","2","1","14","10","18","0","54","1","1","1","6","10","6",".170","sa3005774"
"Johnny Bladel","Red Sox (AA)","27","49","141","167","24","18","6","0","0","21","6","23","0","41","2","1","0","3","6","2",".170","sa3006604"
"Kyle Gray","Yankees (A-)","21","48","153","179","26","13","6","0","7","21","21","22","1","47","2","1","1","0","2","2",".170","sa3007636"
"Jonatan Mezquita","- - -","19","35","106","121","18","10","6","0","2","7","14","11","0","37","3","0","1","0","1","0",".170","sa917064"
"Ronny Rojas","Yankees (R)","16","53","183","231","31","13","8","5","5","31","21","45","1","93","3","0","0","0","4","2",".169","sa3005530"
"Cole Brannen","- - -","19","66","254","289","43","36","5","2","0","32","15","30","0","90","2","1","2","3","21","2",".169","sa3004616"
"Adrian Antunez","Padres (R)","19","61","213","261","36","21","10","4","1","39","21","37","1","81","9","1","1","4","11","8",".169","sa3002861"
"Devin Foyle","Athletics (A-)","21","49","142","170","24","18","5","1","0","21","12","21","0","44","2","3","2","2","11","1",".169","sa3007515"
"Justin Oferman","Rockies (R)","17","48","154","188","26","21","5","0","0","22","12","30","0","52","1","1","2","1","7","5",".169","sa3006216"
"Cassidy Brown","- - -","23","37","119","131","20","15","3","1","1","8","8","10","0","42","1","1","0","2","0","0",".168","sa872712"
"Greg Lambert","- - -","22","38","125","142","21","18","2","0","1","14","6","15","0","46","1","0","1","2","2","1",".168","sa3004289"
"Gift Ngoepe","Blue Jays (AAA)","28","48","131","159","22","16","3","1","2","15","8","25","0","63","1","1","1","0","2","1",".168","10340"
"Omar Matos","Pirates (R)","18","45","131","151","22","14","7","1","0","16","7","16","0","28","3","0","1","0","13","4",".168","sa3007517"
"Tanner Murphy","- - -","23","41","131","150","22","20","1","1","0","7","6","15","0","38","2","0","2","8","1","0",".168","sa737877"
"Danny Hudzina","Cardinals (A+)","24","44","149","162","25","15","6","0","4","14","16","7","1","44","3","2","1","0","0","0",".168","sa918201"
"Adderlin Santana","Angels (R)","18","66","234","273","39","25","8","6","0","29","13","33","0","84","2","3","1","1","10","3",".167","sa3003337"
"Adonis Figuereo","Tigers (R)","17","33","102","123","17","11","3","2","1","12","9","15","0","23","1","0","5","0","4","4",".167","sa3005758"
"Robert Gonzalez","Rangers (R)","17","52","126","162","21","13","3","2","3","25","20","27","0","48","8","1","0","2","2","0",".167","sa3005919"
"Dylan Hardy","Red Sox (A-)","21","40","120","136","20","14","4","2","0","14","12","12","0","28","2","2","0","1","6","3",".167","sa3007060"
"Jason Rodriguez","Indians (A-)","23","35","114","132","19","14","4","0","1","12","12","13","1","18","2","2","1","3","0","0",".167","sa828209"
"Dale Burdick","- - -","22","64","180","213","30","17","7","5","1","17","10","30","0","66","1","0","2","6","7","1",".167","sa829841"
"Jay Jabs","Mets (A)","23","36","114","127","19","9","6","2","2","12","9","9","0","36","3","1","0","3","0","0",".167","sa873712"
"Raymond Lopez","- - -","19","43","150","165","25","19","5","1","0","15","10","9","0","55","1","0","5","1","7","3",".167","sa917033"
"Hector Vizcaino","Orioles (R)","18","54","199","228","33","25","6","1","1","30","10","19","1","68","7","2","1","2","10","5",".166","sa3005505"
"Lane Adams","- - -","28","62","175","199","29","20","7","2","0","17","12","18","0","69","3","3","0","0","12","4",".166","10767"
"Jaylen Ferguson","- - -","20","48","145","158","24","16","5","0","3","17","13","8","0","58","2","3","0","5","1","0",".166","sa875317"
"Avery Tuck","- - -","20","37","109","135","18","9","6","0","3","11","12","19","1","55","5","2","0","0","5","1",".165","sa3006864"
"Asmin Bautista","Braves (R)","17","54","176","211","29","19","5","1","4","16","21","28","1","45","4","3","0","3","2","1",".165","sa3005714"
"Ruben Monegro","Mets (R)","20","54","152","199","25","14","9","1","1","25","15","42","0","52","2","2","1","2","7","0",".164","sa3005610"
"Joseph Paulino","Indians/Brewers (R)","16","49","165","191","27","17","8","1","1","24","10","20","0","52","4","2","0","4","2","2",".164","sa3006580"
"Joe Munoz","- - -","24","50","110","126","18","16","2","0","0","10","16","8","0","51","4","2","2","2","2","0",".164","sa657976"
"Tyler Baker","Mariners (A+)","25","46","159","184","26","17","7","1","1","9","9","20","0","51","3","1","1","2","0","0",".164","sa602606"
"Hanley Acevedo","Blue Jays (R)","18","46","147","188","24","13","7","3","1","17","17","29","0","71","11","1","0","1","7","5",".163","sa3005633"
